        sn_name        |            gal_name            | sn_gal_uncert |    gal_ra    |   gal_dec   | gal_mag | gal_mband | gal_mag_ref | gal_posang | gal_inclination | redshift  | gal_type | gal_logab | gal_log10d | gal_type_code | sn_offset_ew | sn_offset_ns | sn_mag | sn_mflag | sn_mband |  sn_qmag  | sn_optdisc |  max_date  | disc_date  | sn_type  |    sn_ra     |   sn_dec    |    sn_uncert    |   surveys   |                                                                                                                                                                                         discoverer                                                                                                                                                                                         |                                                                                                                                                                                                                                                                                                                       sn_comment                                                                                                                                                                                                                                                                                                                        |                                                                                                                                            gal_comment                                                                                                                                            |                        mod_date_arr                         
1966K | UGC06322 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-12-30 | 1966-12-19 | I: | 11 18 14.79 | +28 15 52.8 |  |  |  |  |  | 
1966M |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-12-18 |  | 02 37 06.08 | +38 08 55.0 |  |  |  |  |  | 
1966L | UGC00738 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-12-17 |  | 01 11 04.53 | +33 50 04.9 |  |  |  |  |  | 
1966N | MCG-01-12-037 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-10-16 | I | 04 36 51.20 | - 3 02 31.0 |  |  |  |  |  | 
1966H |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-09-19 |  | 01 20 36.40 | + 3 25 59.0 |  |  |  |  |  | 
1966I | PGC002065 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-09-15 | 1966-09-16 |  | 00 34 29.68 | +30 23 50.3 |  |  |  |  |  | 
1966G | NGC0521 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-08-16 | I | 01 24 37.79 | + 1 44 06.0 |  |  |  |  |  | 
1966F | NGC4453 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-07-15 |  | 12 28 47.37 | + 6 30 37.1 |  |  |  |  |  | 
1966E | NGC4189 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-07-12 | II: | 12 13 45.94 | +13 24 53.6 |  |  |  |  |  | 
1966D | PGC035882 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-06-10 |  | 11 36 19.17 | +20 31 11.0 |  |  |  |  |  | 
1966B | NGC4688 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-01-29 | 1966-02-12 | IIL | 12 47 44.90 | + 4 19 32.2 |  |  |  |  |  | 
1966O |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-02-16 | 1966-01-24 |  | 11 16 11.20 | +29 21 37.0 |  |  |  |  |  | 
1966C | PGC058319 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-02-03 | 1966-01-21 |  | 16 29 10.56 | +40 59 19.9 |  |  |  |  |  | 
1966A | UGC04870 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-01-18 | I | 09 14 55.95 | +46 54 02.5 |  |  |  |  |  | 
1965N | NGC3074 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-12-27 | 1965-12-21 | IIP | 09 59 41.72 | +35 23 43.9 |  |  |  |  |  | 
1965M | NGC7606 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-10-04 |  | 23 19 02.82 | - 8 28 16.5 |  |  |  |  |  | 
1965L | NGC3631 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-09-29 | II | 11 20 58.16 | +53 11 06.2 |  |  |  |  |  | 
1965K | UGC01963 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-09-21 |  | 02 29 24.99 | +31 28 09.7 |  |  |  |  |  | 
1965J | NGC1310 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-08-31 |  | 03 21 04.59 | -37 06 14.8 |  |  |  |  |  | 
1965I | NGC4753 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-06-05 | 1965-06-18 | Ia | 12 52 15.62 | - 1 10 50.8 |  |  |  |  |  | 
1965H | NGC4666 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-05-11 | 1965-05-23 | II | 12 45 07.16 | - 0 28 11.5 |  |  |  |  |  | 
1965F | PGC057378 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-03-29 |  | 16 10 37.98 | +19 03 28.1 |  |  |  |  |  | 
1965E | PGC028304 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-03-26 |  | 09 50 07.07 | +34 24 54.8 |  |  |  |  |  | 
1965G | NGC4162 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-03-23 |  | 12 11 53.89 | +24 07 02.7 |  |  |  |  |  | 
1965P | NGC2599 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-03-06 |  | 08 32 12.25 | +22 33 43.5 |  |  |  |  |  | 
1965D | ESO437-032 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-02-26 |  | 10 39 26.32 | -27 54 16.6 |  |  |  |  |  | 
1965C |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-01-28 |  | 11 43 22.46 | +18 32 34.6 |  |  |  |  |  | 
1965O |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-01-08 |  | 12 02 22.65 | +49 55 17.0 |  |  |  |  |  | 
1965B | NGC4727 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-01-08 |  | 12 50 57.08 | -14 19 49.6 |  |  |  |  |  | 
1965A | NGC4410B |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1965-01-01 |  | 12 26 30.78 | + 9 01 19.7 |  |  |  |  |  | 
1964M | PGC1628881 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-12-30 |  | 10 27 13.10 | +20 29 26.9 |  |  |  |  |  | 
1964L | NGC3938 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-12-05 | 1964-12-11 | Ib | 11 52 49.10 | +44 07 45.6 |  |  |  |  |  | 
1964K | MCG+01-59-019 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-11-25 |  | 23 14 48.02 | + 7 42 58.9 |  |  |  |  |  | 
1964J | MCG-02-02-064 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-10-11 |  | 00 36 02.32 | - 9 53 28.3 |  |  |  |  |  | 
1964I |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-09-29 |  | 16 23 07.06 | +41 14 11.9 |  |  |  |  |  | 
1964O |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-09-15 |  | 15 08 50.50 | +55 28 07.0 |  |  |  |  |  | 
1964N | UGC01903 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-09-11 |  | 02 26 31.22 | +29 49 50.1 |  |  |  |  |  | 
1964F | NGC4303 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-07-01 | 1964-06-30 | I | 12 21 53.16 | + 4 28 27.6 |  |  |  |  |  | 
1964H | NGC7292 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-06-14 | II: | 22 28 24.06 | +30 17 23.3 |  |  |  |  |  | 
1964G | PGC058000 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-06-02 |  | 16 23 38.21 | +39 12 23.7 |  |  |  |  |  | 
1964E | UGC06983 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-03-01 | 1964-03-12 | I | 11 59 00.29 | +52 41 43.4 |  |  |  |  |  | 
1964D | NGC4887 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-02-13 |  | 13 00 40.05 | -14 40 02.3 |  |  |  |  |  | 
1964C |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-02-10 | I | 16 06 06.87 | +17 27 34.8 |  |  |  |  |  | 
1964B | UGC02646 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-02-08 | I | 03 18 09.54 | +40 20 53.6 |  |  |  |  |  | 
1964A | NGC3631 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1964-02-04 | IIPec | 11 20 54.15 | +53 11 40.2 |  |  |  |  |  | 
1963U | MCG+06-22-024 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-12-16 | Pec | 09 53 18.12 | +36 05 20.2 |  |  |  |  |  | 
1963S | PGC005092 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-12-06 |  | 01 23 38.06 | + 1 33 43.6 |  |  |  |  |  | 
1963T | PGC005170 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-10-21 |  | 01 24 24.50 | +34 02 39.3 |  |  |  |  |  | 
1963R | PGC009887 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-10-11 |  | 02 36 15.70 | +35 57 11.2 |  |  |  |  |  | 
1963V |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-09-21 |  | 02 34 31.34 | - 6 04 43.0 |  |  |  |  |  | 
1963P | NGC1084 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-09-28 | 1963-09-18 | Ia | 02 46 02.12 | - 7 34 50.5 |  |  |  |  |  | 
1963Q | IC1195 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-09-14 |  | 16 06 40.36 | +17 11 32.8 |  |  |  |  |  | 
1963W |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-08-25 |  | 02 31 00.89 | +43 58 37.9 |  |  |  |  |  | 
1963O | NGC5905 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-08-10 | 1963-08-17 | I | 15 15 16.05 | +55 30 53.1 |  |  |  |  |  | 
1963N | NGC0536 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-06-27 | II | 01 26 19.36 | +34 42 04.8 |  |  |  |  |  | 
1963L | UGC02259 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-06-26 | I | 02 47 53.55 | +37 31 52.6 |  |  |  |  |  | 
1963M | MCG+05-31-035 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-06-19 |  | 12 57 57.71 | +28 03 34.4 |  |  |  |  |  | 
1963K | NGC3656 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-06-15 |  | 11 23 39.70 | +53 50 12.9 |  |  |  |  |  | 
1963J | NGC3913 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-05-24 | 1963-05-18 | Ia | 11 50 38.30 | +55 21 01.5 |  |  |  |  |  | 
1963I | NGC4178 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-05-05 | 1963-05-14 | I | 12 12 45.61 | +10 51 31.0 |  |  |  |  |  | 
1963H | PGC054873 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-03-25 |  | 15 22 21.30 | + 5 23 33.8 |  |  |  |  |  | 
1963F | MCG+05-36-018 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-03-24 |  | 15 22 25.86 | +27 49 28.4 |  |  |  |  |  | 
1963G | IC3112 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-02-19 |  | 12 17 48.95 | +26 01 32.5 |  |  |  |  |  | 
1963C | MCG+05-31-032 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-01-30 | 1963-01-24 | I | 12 57 47.74 | +27 53 05.8 |  |  |  |  |  | 
1963D | NGC4146 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-01-23 | 1963-01-23 | I | 12 10 19.67 | +26 25 24.3 |  |  |  |  |  | 
1963B | PGC054219 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-01-23 | I | 15 11 31.42 | + 5 14 38.8 |  |  |  |  |  | 
1963E | NGC0557 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-01-22 | I | 01 26 25.24 | - 1 38 30.0 |  |  |  |  |  | 
1963A | MCG+05-36-032 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1963-01-22 | I | 15 27 00.01 | +26 27 01.6 |  |  |  |  |  | 
1962R | UGC01810 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-12-21 |  | 02 21 31.10 | +39 22 58.0 |  |  |  |  |  | 
1962N | MCG+05-36-013 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-12-03 |  | 15 21 11.34 | +26 19 56.4 |  |  |  |  |  | 
1962O | MCG+07-08-001 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-11-30 |  | 03 24 31.55 | +40 01 19.8 |  |  |  |  |  | 
1962M | NGC1313 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-11-26 | 1962-11-26 | II | 03 18 15.45 | -66 32 20.7 |  |  |  |  |  | 
1962L | NGC1073 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-12-06 | 1962-11-23 | Ib | 02 43 40.95 | + 1 23 49.7 |  |  |  |  |  | 
1962P | NGC1654 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-11-01 | 1962-10-09 | I | 04 45 49.67 | - 2 05 20.0 |  |  |  |  |  | 
1962K | NGC1090 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-09-03 |  | 02 46 30.60 | - 0 14 40.4 |  |  |  |  |  | 
1962J | NGC6835 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-09-01 | 1962-08-28 | Ia | 19 54 30.22 | -12 34 25.5 |  |  |  |  |  | 
1962H | IC4237 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-06-28 | II | 13 24 31.45 | -21 08 15.2 |  |  |  |  |  | 
1962I | MCG+05-31-112 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-05-19 | 1962-05-28 | I: | 13 02 52.37 | +27 31 10.4 |  |  |  |  |  | 
1962G | PGC055172 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-05-01 |  | 15 28 06.60 | +29 00 36.2 |  |  |  |  |  | 
1962F | UGC04308 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-04-28 |  | 08 17 28.53 | +21 40 27.2 |  |  |  |  |  | 
1962E | MCG+04-27-010 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-03-02 | I | 11 15 05.53 | +25 53 31.7 |  |  |  |  |  | 
1962Q | NGC2276 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-02-25 |  | 07 26 40.80 | +85 45 08.0 |  |  |  |  |  | 
1962D | MCG-05-25-012 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-02-03 |  | 10 33 12.56 | -27 55 11.3 |  |  |  |  |  | 
1962C | MCG+03-41-085 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-01-06 |  | 16 05 04.99 | +17 34 54.6 |  |  |  |  |  | 
1962B | UGC09831 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-01-06 | I | 15 22 45.31 | +29 46 08.2 |  |  |  |  |  | 
1962A | MCG+05-31-132 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1962-01-21 | 1962-01-06 | I | 13 06 35.56 | +27 52 29.8 |  |  |  |  |  | 
1961V | NGC1058 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-12-05 |  | 02 43 36.42 | +37 20 43.6 |  |  |  |  |  | 
1961Q | NGC0550 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-11-30 |  | 01 26 41.40 | + 2 01 31.9 |  |  |  |  |  | 
1961T | MCG+06-21-066 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-11-08 |  | 09 38 59.16 | +33 27 09.7 |  |  |  |  |  | 
1961S | MCG+04-25-005 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-11-07 |  | 10 21 01.96 | +21 42 53.9 |  |  |  |  |  | 
1961R | MCG+05-03-076 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-11-07 |  | 01 10 01.47 | +32 54 55.1 |  |  |  |  |  | 
1961L | NGC3221 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-10-16 |  | 10 22 19.02 | +21 35 04.1 |  |  |  |  |  | 
1961P | UGC02069 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-09-12 | 1961-09-09 | Ia | 02 35 37.31 | +37 37 43.5 |  |  |  |  |  | 
1961O | MCG+07-06-019 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-09-04 |  | 02 26 43.70 | +43 36 53.1 |  |  |  |  |  | 
1961N | IC5342 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-09-02 |  | 23 38 38.84 | +27 00 33.9 |  |  |  |  |  | 
1961M | UGC00724 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-08-06 |  | 01 10 00.72 | +32 22 41.8 |  |  |  |  |  | 
1961J | MCG+05-38-027 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-06-06 | Pec | 16 11 47.57 | +29 34 21.3 |  |  |  |  |  | 
1961K | MCG+03-31-025 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-06-04 |  | 12 03 19.81 | +16 30 32.5 |  |  |  |  |  | 
1961I | NGC4303 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-06-20 | 1961-06-03 | II: | 12 22 00.41 | + 4 28 13.2 |  |  |  |  |  | 
1961G | MCG+04-25-012 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-05-05 |  | 10 22 20.70 | +21 13 22.4 |  |  |  |  |  | 
1961H | NGC4564 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-05-08 | 1961-05-02 | Ia | 12 36 27.32 | +11 26 24.9 |  |  |  |  |  | 
1961F | NGC3003 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-02-23 | 1961-02-21 | IIPec | 09 48 38.30 | +33 25 35.0 |  |  |  |  |  | 
1961E | MCG+01-39-014A |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-01-23 |  | 15 17 35.10 | + 5 03 13.9 |  |  |  |  |  | 
1961D | MCG+05-30-101 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-01-12 | 1961-01-14 | I | 12 50 56.41 | +27 50 19.1 |  |  |  |  |  | 
1961C | MCG+07-05-029 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-01-14 |  | 02 15 25.14 | +41 06 49.5 |  |  |  |  |  | 
1961B | IC2363 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-01-12 | I | 08 25 46.12 | +19 27 14.8 |  |  |  |  |  | 
1961A | MCG+00-08-002 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-01-12 |  | 02 44 04.47 | + 0 46 56.4 |  |  |  |  |  | 
1960R | NGC4382 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-12-19 | 1960-12-20 | I | 12 25 24.85 | +18 09 19.6 |  |  |  |  |  | 
1960Q | PGC005935 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-12-13 |  | 01 35 54.97 | - 5 29 54.2 |  |  |  |  |  | 
1960P | UGC00673 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-11-22 | I | 01 06 10.04 | +31 24 23.6 |  |  |  |  |  | 
1960O | UGC12701 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-11-10 |  | 23 36 25.55 | +27 56 20.5 |  |  |  |  |  | 
1960N | UGC04399 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-10-26 | I | 08 26 07.98 | +21 27 32.5 |  |  |  |  |  | 
1960M | NGC2565 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-09-28 | I | 08 19 47.44 | +22 02 28.9 |  |  |  |  |  | 
1960L | NGC7177 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-08-14 |  | 22 00 41.63 | +17 43 19.9 |  |  |  |  |  | 
1960K | MCG+06-49-068 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-06-18 |  | 22 39 44.73 | +34 22 41.4 |  |  |  |  |  | 
1960J | NGC4375 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-06-18 |  | 12 25 03.55 | +28 33 45.3 |  |  |  |  |  | 
1960I | UGC07560 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-06-18 |  | 12 26 57.43 | +48 16 28.8 |  |  |  |  |  | 
1960H | NGC4096 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-06-18 | I | 12 06 07.53 | +47 30 38.4 |  |  |  |  |  | 
1960G | MCG+03-29-060 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-04-19 |  | 11 31 03.58 | +18 23 16.1 |  |  |  |  |  | 
1960F | NGC4496A |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-04-21 | 1960-04-17 | Ia | 12 31 42.06 | + 3 56 47.9 |  |  |  |  |  | 
1960E | MCG+08-22-098A |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-03-20 |  | 12 17 37.06 | +47 53 13.8 |  |  |  |  |  | 
1960D | UGC04344 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-03-20 |  | 08 20 17.82 | +20 52 04.6 |  |  |  |  |  | 
1960C | MCG+03-31-041 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-02-20 |  | 12 07 09.28 | +16 59 55.8 |  |  |  |  |  | 
1960B | MCG+02-32-144 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-02-20 |  | 12 34 44.01 | + 9 00 09.8 |  |  |  |  |  | 
1960A |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1960-01-20 |  | 02 35 26.46 | + 2 06 41.9 |  |  |  |  |  | 
1961U | NGC3938 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1961-12-26 | 1960-01-02 | IIL | 11 52 56.78 | +44 09 01.5 |  |  |  |  |  | 
1959F | MCG+00-08-025 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1959-12-26 |  | 02 49 42.81 | - 0 31 04.2 |  |  |  |  |  | 
1959G |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1959-08-24 |  | 20 10 40.00 | -43 56 06.0 |  |  |  |  |  | 
1959D | NGC7331 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1959-07-02 | 1959-06-28 | IIL | 22 37 01.77 | +34 25 08.1 |  |  |  |  |  | 
1959C | UGC08263 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1959-06-30 | 1959-06-28 | I | 13 11 23.82 | + 3 24 37.8 |  |  |  |  |  | 
1959B | NGC4921 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1959-05-04 | Pec | 13 01 27.56 | +27 52 23.0 |  |  |  |  |  | 
1959A | NGC1350 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1959-01-06 |  | 03 31 10.13 | -33 36 34.2 |  |  |  |  |  | 
1958B |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1958-12-05 |  | 02 37 06.02 | + 1 19 28.5 |  |  |  |  |  | 
1958A | MCG+03-41-027 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1958-08-08 |  | 16 00 50.21 | +19 42 37.1 |  |  |  |  |  | 
1958D | ESO440-028 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1958-04-15 |  | 11 53 47.99 | -30 46 36.7 |  |  |  |  |  | 
1958C | ESO443-018 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1958-04-15 |  | 12 58 09.08 | -30 34 52.2 |  |  |  |  |  | 
1959E | NGC4321 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1958-02-21 | I | 12 22 58.91 | +15 49 01.3 |  |  |  |  |  | 
1957D | NGC5236 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1957-12-28 |  | 13 37 03.58 | -29 49 40.4 |  |  |  |  |  | 
